prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
399 000 zł,47 m²,Mieszkanie z widokiem na panoramę miasta,2,do zamieszkania,Współrzędne dokładne,"Młodych, Białystok, Białystok",53.137277,23.121781,10/10,485 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,1973,blok,tak,brak informacji,brak informacji,brak informacji,wtórny
455 000 zł,"72,34 m²",***Leśna Przystań - Poznaj Inwestycję!***,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Klepacze, białostocki, podlaskie",53.10784,23.07637,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
320 000 zł,48 m²,"Mieszkanie, 48 m², Białystok",2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Wysoki Stoczek, Białystok, Białystok",53.145887,23.10402,4/4,550 zł,Zapytaj,balkon,Zapytaj,brak informacji,1985,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
Zapytaj o cenę,"39,08 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-8,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,94 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-131,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,10/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
149 000 zł,"48,97 m²","2 pokojowe/48,97 m2/z dużym ogrodem",2,do remontu,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Bielsk Podlaski, bielski, podlaskie",52.792789,23.185072,1/2,Zapytaj,udział,"balkon, ogródek",Zapytaj,brak informacji,1951,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,wtórny
349 000 zł,"44,3 m²","Mieszkanie, 44,30 m², Białystok",3,do zamieszkania,Współrzędne dokładne,"Młodych, Białystok, Białystok",53.134714,23.125257,4/4,400 zł,Zapytaj,balkon,Zapytaj,brak informacji,1970,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
350 000 zł,58 m²,***Idealnie dopasowane mieszkanie***,3,do zamieszkania,Współrzędne dokładne,"Suwałki, Suwałki, podlaskie",54.101382,22.928553,4/4,390 zł,pełna własność,balkon,Zapytaj,brak informacji,85,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
429 000 zł,"52,2 m²","3 pok.52m, Wygoda, stan deweloperski",3,do wykończenia,Współrzędne dokładne,"Białystok, Wygoda, ul. 42 Pułku Piechoty",53.14434,23.1966,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2022-12-01,2022,blok,nie,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
854 565 zł,"74,31 m²",Apartament w Centrum miasta- 74m2,4,Zapytaj,Współrzędne dokładne,"Białystok, Centrum, ul. Oskara Sosnowskiego",53.12979,23.14542,3/7,400 zł,Zapytaj,taras,garaż/miejsce parkingowe,2023-04-01,2022,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
550 000 zł,44 m²,*Atrakcyjne mieszkanie 2-pok*Apartamenty Kopernik*,2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Białystok, Białystok, podlaskie",53.12988,23.16996,6/6,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2020,apartamentowiec,tak,internet,monitoring / ochrona,brak informacji,wtórny
490 000 zł,"77,5 m²","*Zielone Wzgórza*77,5 M2*3 Pokoje*",3,Zapytaj,Współrzędne dokładne,"Zielone Wzgórza, Białystok, Białystok",53.119876,23.099336,3/3,700 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
380 000 zł,"57,86 m²","Mieszkanie, 57,86 m², Białystok",3,do zamieszkania,Współrzędne dokładne,"Sienkiewicza, Białystok, Białystok",53.140026,23.165188,4/4,500 zł,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
447 000 zł,"54,75 m²",** 3 Pokojowe Mieszkanie Blisko Centrum * Bez Pcc!,3,do wykończenia,Współrzędne dokładne,"Białystok, Antoniuk, ul. Knyszyńska",53.139357,23.139304,7/9,450 zł,pełna własność,"balkon, taras",Zapytaj,2022-09-01,brak informacji,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
Zapytaj o cenę,"38,83 m²",2-pokojowe mieszkanie w centrum A24 | VI,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,96 m²",Dwupokojowe Mieszkanie Nowe Kolno | M28,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,89 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-199,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,5/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
280 000 zł,45 m²,Mieszkanie - Łomża,2,do remontu,Współrzędne dokładne,"Łomża, Łomża, podlaskie",53.18215,22.07516,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
Zapytaj o cenę,"38,92 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-23,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"41,08 m²",Przytulne Mieszkanie Nowe Kolno | M29,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"39,08 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-22,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"54,66 m²",Nowe Mieszkanie Nowe Kolno | M30,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"39,08 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-21,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"61,95 m²",Przestronne Mieszkanie Nowe Kolno | M40,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
399 000 zł,"46,2 m²",2 pokojowe mieszkanie z piękną panoramą miasta,2,Zapytaj,Współrzędne dokładne,"Młodych, Białystok, Białystok",53.136641,23.12347,10/10,400 zł,pełna własność,balkon,Zapytaj,brak informacji,1973,brak informacji,tak,brak informacji,brak informacji,wielka płyta,wtórny
490 000 zł,"36,29 m²",CENTRUM UL. LIPOWA,1,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Białystok, Białystok, podlaskie",53.133447,23.151731,1/4,Zapytaj,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,cegła,wtórny
Zapytaj o cenę,"38,98 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-170,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"34,11 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-272,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,10/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
596 000 zł,73 m²,M jak Marczukowska | urocze mieszkanie M61,3,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,2/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
260 000 zł,"48,2 m²","2 pokojowe, Łapy-Nowa Cena!",2,do zamieszkania,Współrzędne dokładne,"Łapy, białostocki, podlaskie",52.99127,22.8833,2/4,450 zł,pełna własność,balkon,Zapytaj,brak informacji,1995,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
260 000 zł,34 m²,Mieszkanie 34m2 stan deweloperski,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Suwałki, Suwałki, podlaskie",54.10253,22.92554,3/5,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2022,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,wtórny
Zapytaj o cenę,"42,14 m²",Dwupokojowe Mieszkanie Nowe Kolno | M41,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"64,61 m²","3 pokoje, duży taras, widok na rzekę VI | 148",3,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"40,26 m²",Mieszkanie - Apartamenty Jagiellońskie VI | A-25,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
465 000 zł,"57,25 m²","Przestronne pokoje,3 piętro,do wejścia Nowe Miasto",2,do zamieszkania,Współrzędne dokładne,"Białystok, Nowe Miasto, ul. Stanisława Dubois",53.108069,23.124278,3/4,600 zł,Zapytaj,balkon,Zapytaj,brak informacji,1992,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
279 000 zł,68 m²,Mieszkanie 68m2 centrum Suwałk,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Suwałki, Suwałki, podlaskie",54.10253,22.92554,> 10/12,728 zł,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,tak,brak informacji,domofon / wideofon,cegła,wtórny
275 000 zł,"32,5 m²","2 pokojowe, po remoncie, blisko Centrum",2,do zamieszkania,Współrzędne dokładne,"Piasta, Białystok, Białystok",53.132045,23.184586,3/4,350 zł,spółdzielcze własnościowe,Zapytaj,Zapytaj,brak informacji,1978,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
Zapytaj o cenę,"54,66 m²",Ustawne Mieszkanie Nowe Kolno | M42,3,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"46,4 m²",M19 Osiedle Parkowa – kup z rabatem do 33 000 zł!,2,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,2/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
129 000 zł,14 m²,Kawalerka wysoki standard,1,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Sokółka, sokólski, podlaskie",53.40539,23.50562,parter/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
605 088 zł,"61,12 m²",Prestiż I Komfort,3,do wykończenia,Współrzędne dokładne,"Białystok, Sienkiewicza, ul. Starobojarska",53.149921,22.988104,4/4,450 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,brak informacji,monitoring / ochrona,cegła,wtórny
399 900 zł,"37,33 m²","Dla Singla, Pary Lub Jako Inwestycja. Promocja!!!",2,do wykończenia,Współrzędne dokładne,"Białystok, Piasta, ul. Warszawska",53.132045,23.184586,4/4,250 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"system alarmowy, monitoring / ochrona",cegła,pierwotny
550 000 zł,"60,86 m²",*** Brak Pcc*** Komfortowa Inwestycja ***Bema***,3,do wykończenia,Współrzędne dokładne,"Bema, Białystok, Białystok",53.122148,23.140939,1/7,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
399 000 zł,56 m²,"Gotowe do odbioru, 3 pokoje, parter Rezerwacja",3,do wykończenia,Współrzędne dokładne,"Porosły, białostocki, podlaskie",53.14941,23.053025,parter,Zapytaj,Zapytaj,Zapytaj,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,brak informacji,brak informacji,cegła,wtórny
429 000 zł,55 m²,Trzy pokoje - kameralna inwestycja,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Zawady, Białystok, Białystok",53.16721,23.11031,1/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,blok,nie,brak informacji,brak informacji,cegła,pierwotny
570 000 zł,"72,3 m²","Mieszkanie, 72,30 m², Łomża",4,do zamieszkania,Współrzędne dokładne,"ul. Jędrzeja Śniadeckiego , Łomża, Łomża",53.160036,22.067075,2/4,Zapytaj,spółdzielcze wł. z KW,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,"telewizja kablowa, internet",brak informacji,wielka płyta,wtórny
Zapytaj o cenę,"64,04 m²",M20 Osiedle Parkowa – kup z rabatem do 33 000 zł!,3,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,2/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
594 000 zł,73 m²,M jak Marczukowska | nowe mieszkanie M58,3,do wykończenia,Współrzędne dokładne,"Białystok, Młodych, ul. Marczukowska",53.132244,23.110912,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
275 000 zł,"46,5 m²",Okazja*46.5m2*3 pokoje*Dwustronne*5913 zł/m2,3,do zamieszkania,Współrzędne dokładne,"ul. Mikołaja Reja , Hajnówka, hajnowski",52.733254,23.594352,4/4,Zapytaj,Zapytaj,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,brak informacji,wtórny
429 000 zł,"47,8 m²",Okazja inwestycyjna 3 Kawalerki stały dochód,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Sokółka, sokólski, podlaskie",53.40539,23.50562,parter/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,wielka płyta,wtórny
Zapytaj o cenę,"38,76 m²","2-pokojowe, funkcjonalne | ul. Jurowiecka, CENTRUM",2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"38,89 m²",Mieszkanie - Apartamenty Jagiellońskie VI | B-270,2,do wykończenia,Współrzędne dokładne,"Białystok, Centrum, ul. Jurowiecka",53.13863,23.161015,10/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"42,14 m²",Mieszkanie w inwestycji Nowe Kolno | M53,2,do wykończenia,Współrzędne dokładne,"ul. Księcia Janusza I I, Kolno, kolneński",53.40437,21.936363,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
Zapytaj o cenę,"77,01 m²",M21 Osiedle Parkowa – kup z rabatem do 33 000 zł!,4,do wykończenia,Współrzędne dokładne,"ul. mjr. Jana Tabortowskiego , Grajewo, grajewski",53.6381,22.472824,2/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
