prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
384 368 zł,"30,67 m²",Super oferta /Gotowe 2 pok !!!Krzyki /Jagodno,2,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.056848,17.057021,1/4,9 zł,pełna własność,balkon,Zapytaj,2021-08-31,2021,blok,tak,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
314 999 zł,"25,33 m²",Pewne Inwestycje przy uczelni ~ od 276 801 Pln,1,do wykończenia,Współrzędne dokładne,"Wrocław, Muchobór Mały, ul. Strzegomska",51.114187,16.97833,1/12,250 zł,pełna własność,balkon,Zapytaj,2021-12-31,2021,blok,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",inne,pierwotny
747 464 zł,"74,56 m²",Gotowe mieszkanie 4 pok. z balkonem/ przy rzece,4,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",51.113512,17.122422,1/4,630 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
424 116 zł,"41,33 m²",Nowoczesne apartamenty blisko centrum Wrocławia.,2,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, ul. Brzoskwiniowa",51.084997,17.035037,1/6,300 zł,pełna własność,balkon,garaż/miejsce parkingowe,2021-08-31,2021,apartamentowiec,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",inne,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
499 000 zł,"69,8 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,parter/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
489 000 zł,"79,33 m²",Nowe Mieszkanie Willowe od dewelopera 20/80,4,do wykończenia,Współrzędne dokładne,"ul. Jałowcowa , Kiełczówek, wrocławski",51.116066,17.18706,1/1,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,pustak,pierwotny
662 411 zł,"54,79 m²",Premiera Kameralne mieszkanie z widokiem na góry!,3,do wykończenia,Współrzędne dokładne,"ul. Muzealna , Szklarska Poręba, karkonoski",50.83765,15.543352,2/2,Zapytaj,pełna własność,"balkon, taras",Zapytaj,0,0,0,0,0,0,0,0
423 487 zł,"35,32 m²",2-pokojowe mieszkanie 35m2 Bez Pośredników,2,do wykończenia,Współrzędne dokładne,"ul. Muzealna , Szklarska Poręba, karkonoski",50.83765,15.543352,parter/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,0,0,0,0,0,0,0,0
958 296 zł,"74,3 m²",4 pokoje w prestiżowej inwestycji w centrum miasta,4,do wykończenia,Współrzędne dokładne,"Wrocław, Ołbin, ul. Jedności Narodowej",51.123858,17.044852,3/7,500 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,23,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
567 616 zł,"67,67 m²",Promocja Gotowe 4 pokoje z balkonem,4,Zapytaj,Współrzędne dokładne,"Wrocław, Jagodno, Komedy Krzysztofa",51.078552,17.053194,1/4,600 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2020,blok,tak,internet,domofon / wideofon,inne,pierwotny
512 408 zł,"60,64 m²",Gotowe 3 pokojowe-15 minut do pl Grunwaldzkiego.,3,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Zatorska",51.157986,17.131061,3/4,590 zł,pełna własność,balkon,Zapytaj,2021-06-30,2021,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
438 840 zł,"46,63 m²",2 pokoje z osobną kuchnią,2,Zapytaj,Współrzędne dokładne,"Zakrzów, Wrocław, Wrocław",51.145865,17.035584,parter/4,400 zł,pełna własność,balkon,Zapytaj,2022-05-01,2021,apartamentowiec,tak,internet,domofon / wideofon,silikat,pierwotny
401 500 zł,"38,5 m²",2 pokoje + GARAŻ GRATIS - tylko do 29.04!!,2,do wykończenia,Współrzędne dokładne,"Krzyki, Wrocław, Wrocław",51.064312,17.053705,2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
495 000 zł,"52,7 m²",Wróciło Gotowe z ogródkiem| Promocyjna cena|Zobacz,3,do wykończenia,Współrzędne dokładne,"Stanisława Drabika , Wrocław, Wrocław",51.059703,17.052342,parter/4,Zapytaj,Zapytaj,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
469 000 zł,"30,72 m²","Nowa kawalerka 31mkw,balkon. Stare Miasto!",1,do wykończenia,Współrzędne dokładne,"Wrocław, Szczepin, ul. Długa",51.1213,17.01279,1/9,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-10-01,brak informacji,blok,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
504 000 zł,29 m²,Kawalerka w Centrum Świetna lokata Wysoki standard,1,do wykończenia,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Henryka Sienkiewicza",51.11715,17.04807,3/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,2024-02-01,2024,apartamentowiec,tak,internet,"domofon / wideofon, monitoring / ochrona",cegła,pierwotny
488 999 zł,"30,68 m²",Mieszkanie|Stare Miasto|1 Pok|Bez Prowizji,1,Zapytaj,Współrzędne dokładne,"Wrocław, Stare Miasto, ul. Gnieźnieńska",51.1227,17.01259,3/9,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,2023-12-31,2023,brak informacji,tak,brak informacji,"teren zamknięty, monitoring / ochrona",brak informacji,pierwotny
292 600 zł,44 m²,Apartamenty na Wodnej w Strzegomiu,2,do wykończenia,Współrzędne dokładne,"ul. Wodna , Strzegom, świdnicki",50.960306,16.357099,1/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,blok,tak,internet,domofon / wideofon,brak informacji,pierwotny
509 000 zł,54 m²,Gotowe! 2xBalkon - Najtaniej - 0% - Deweloper,3,Zapytaj,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.0568,17.0521,1/4,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2022-10-31,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
498 000 zł,53 m²,Gotowe! Ogródek + taras - wejdź i wykończ! 0%,3,Zapytaj,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.0568,17.0521,parter/4,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,2022-10-31,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
1 599 000 zł,125 m²,Gotowe! 2 balkony - widok na rzekę - Najtaniej - C,4,Zapytaj,Współrzędne dokładne,"Wrocław, Nadodrze, ul. Stefana Jaracza",51.1248,17.0569,6/8,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,2023-10-31,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
389 000 zł,"38,5 m²",Duży Rabat| Osobna sypialnia| Media Miejskie,2,do wykończenia,Współrzędne dokładne,"Wrocław, Jagodno, ul. Buforowa",51.057177,17.056603,1/5,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
1 930 000 zł,"120,92 m²",Luksusowy Penthouse 120 m - gotowy - Centrum!,4,do wykończenia,Współrzędne dokładne,"Wrocław, Karłowice, ul. Wacława Potockiego 25",51.135517,17.053392,3/3,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",silikat,pierwotny
979 000 zł,"75,07 m²",Duże mieszkanie 3 pok. z dużym balkonem | centrum,3,do wykończenia,Współrzędne dokładne,"Wrocław, Szczepin, ul. Gnieźnieńska",51.122431,17.011958,6/9,900 zł,pełna własność,balkon,garaż/miejsce parkingowe,2023-11-15,2023,blok,nie,internet,brak informacji,silikat,pierwotny
906 916 zł,"81,17 m²",4 pokoje | Ołtaszyn | Kameralne Osiedle,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, ul. gen. Tadeusza Kutrzeby",51.04859,17.01678,parter/1,Zapytaj,Zapytaj,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,szeregowiec,nie,brak informacji,brak informacji,brak informacji,pierwotny
321 750 zł,"64,35 m²",Piława Górna | PREFERENCYJNE warunki zakupu | B3,3,do zamieszkania,Współrzędne dokładne,"ul. Osiedlowa , Piława Górna, dzierżoniowski",50.681187,16.752176,parter/4,Zapytaj,spółdzielcze własnościowe,"balkon, taras",garaż/miejsce parkingowe,2023-12-31,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
213 400 zł,"42,68 m²",Piława Górna | PREFERENCYJNE warunki zakupu | A19,2,do zamieszkania,Współrzędne dokładne,"ul. Osiedlowa , Piława Górna, dzierżoniowski",50.681187,16.752176,4/4,Zapytaj,spółdzielcze własnościowe,"balkon, taras",garaż/miejsce parkingowe,2023-12-31,2023,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
597 689 zł,"60,62 m²",Czas dojazdu do pl. Grunwaldzkiego od 12 do 20 min,3,do wykończenia,Współrzędne dokładne,"Wrocław, Zakrzów, ul. Odolanowska",51.163412,17.142365,parter/4,400 zł,pełna własność,ogródek,Zapytaj,brak informacji,2022,blok,tak,internet,"system alarmowy, domofon / wideofon, monitoring / ochrona",inne,pierwotny
650 000 zł,100 m²,"Nowy apartament z ogrodem i tarasem, pompą ciepła",4,do zamieszkania,Współrzędne dokładne,"ul. Szmaragdowa , Oława, oławski",50.940398,17.258798,1/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,brak informacji,brak informacji,pustak,pierwotny
499 000 zł,"37,68 m²","Nowe 2 pokojowe , wykończone pod klucz",2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Jagodno, Wrocław, Wrocław",51.05494,17.06005,parter/4,400 zł,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",pustak,pierwotny
963 200 zł,"118,21 m²",Dwa poziomy 118 m2 | Miejsce postojowe w cenie,4,Zapytaj,Współrzędne dokładne,"Wrocław, Ołtaszyn, KutrzebyTadeusza",51.048585,17.01678,1/2,1 180 zł,pełna własność,taras,Zapytaj,2024-03-31,2024,brak informacji,nie,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",inne,pierwotny
648 113 zł,"57,61 m²",Przestronne 3 pokoje |Armii Krajowej,3,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, al. Armii Krajowej",51.083149,17.047921,1/7,300 zł,pełna własność,balkon,garaż/miejsce parkingowe,2024-06-01,2024,blok,tak,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
560 000 zł,"40,68 m²",2 pokoje blisko Uniwersytetu Ekonomicznego! TARAS,2,do wykończenia,Współrzędne dokładne,"Wrocław, Krzyki, ul. Drukarska",51.089992,17.020857,2/8,Zapytaj,pełna własność,"balkon, taras",Zapytaj,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
1 190 000 zł,80 m²,"Nowe miejsce, nowe mieszkanie, nowa technologia.",5,do wykończenia,Współrzędne dokładne,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",51.113512,17.122422,3/4,650 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",inne,pierwotny
274 923 zł,"27,77 m²",Gotowa wykończona inwestycja cieplice jelenia góra,2,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Dąbrówka, Jelenia Góra, Jelenia Góra",50.85123,15.67869,parter/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,brak informacji,"system alarmowy, drzwi / okna antywłamaniowe, rolety antywłamaniowe",silikat,pierwotny
"491 769,75 zł","48,55 m²","Nowe, wykończone mieszkanie 3 pokojowe - 48 m2",3,do zamieszkania,Współrzędne dokładne,"ul. Azaliowa , Smolec, wrocławski",51.083073,16.90697,1/2,100 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
518 648 zł,"49,87 m²","Wojszyce Iwaszkiewicza, od Dewelopera, 2 POKOJE",2,do wykończenia,Współrzędne dokładne,"Wrocław, Wojszyce, ul. Jarosława Iwaszkiewicza",51.150667,16.893344,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,nie,"telewizja kablowa, internet, telefon","teren zamknięty, rolety antywłamaniowe",pustak,pierwotny
162 000 zł,"25,5 m²",kawalerka na Piaskowej Górze- 1 piętro,1,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Piaskowa Góra, Wałbrzych, Wałbrzych",50.80816,16.28452,1/4,320 zł,pełna własność,balkon,Zapytaj,brak informacji,1977,blok,nie,brak informacji,brak informacji,wielka płyta,pierwotny
"424 569,75 zł","48,55 m²","Narożne, jasne mieszkanie 3-pokojowe - Wrocław",3,do wykończenia,Współrzędne dokładne,"ul. Azaliowa , Smolec, wrocławski",51.083073,16.90697,1/2,100 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
635 000 zł,64 m²,"Nowe, gotowe pod klucz 3-pokojowe, winda, balkon",3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Jagodno, Wrocław, Wrocław",51.0549,17.052261,2/4,550 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
513 100 zł,"34,77 m²",Ustawna kawalerka w znakomitej lokalizacji Centrum,1,do wykończenia,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Henryka Sienkiewicza",51.116293,17.055391,1/4,270 zł,pełna własność,Zapytaj,garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
751 700 zł,"61,78 m²",Duże mieszkanie z widokiem na Ogród Botaniczny,3,do wykończenia,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Henryka Sienkiewicza",51.116293,17.055391,1/6,270 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
595 300 zł,"35,03 m²","Z widokiem na Ogród Botaniczny, 2 pokoje.",2,do wykończenia,Współrzędne dokładne,"Wrocław, Śródmieście, ul. Henryka Sienkiewicza",51.116293,17.055391,2/6,270 zł,pełna własność,balkon,Zapytaj,brak informacji,2024,apartamentowiec,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
599 999 zł,50 m²,BLACKHILL Apartamenty Inwestycyjne Pod Zieleńcem,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Duszniki-Zdrój, kłodzki, dolnośląskie",50.40317,16.39304,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,szeregowiec,nie,brak informacji,brak informacji,pustak,pierwotny
394 000 zł,"50,9 m²",2-pokojowe w Kiełczowie z ogrodkiem,2,do wykończenia,Współrzędne dokładne,"Kiełczów, wrocławski, dolnośląskie",51.142026,17.166987,parter/3,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,nie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
469 000 zł,"63,8 m²",3-pokojowe Kiełczów,3,do wykończenia,Współrzędne dokładne,"Kiełczów, wrocławski, dolnośląskie",51.142053,17.167095,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
700 000 zł,123 m²,Dom z garażem- piękny duży ogródek+ 2 balkony HIT,5,do zamieszkania,Współrzędne dokładne,"ul. Cedrowa , Dobrzykowice, wrocławski",51.087563,17.19053,Zapytaj,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2022,szeregowiec,nie,brak informacji,"drzwi / okna antywłamaniowe, rolety antywłamaniowe",cegła,pierwotny
374 000 zł,"50,05 m²",2-pokojowe Kiełczów przy Biedronce,2,do wykończenia,Współrzędne dokładne,"Kiełczów, wrocławski, dolnośląskie",51.142127,17.167181,parter/2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
539 000 zł,"76,85 m²","4-pokojowe w centrum Kiełczowa, przy Biedronce",4,do wykończenia,Współrzędne dokładne,"Kiełczów, wrocławski, dolnośląskie",51.141946,17.166945,parter/3,Zapytaj,pełna własność,taras,Zapytaj,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",cegła,pierwotny
319 000 zł,"39,3 m²",1-pokojowe Kiełczów centrum,1,do wykończenia,Współrzędne dokładne,"Kiełczów, wrocławski, dolnośląskie",51.141246,17.170807,2/2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,apartamentowiec,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
1 059 000 zł,"106,79 m²",*Dzień Otwarty 20.05* oferta limitowana! 0% prow,5,do wykończenia,Współrzędne dokładne,"ul. Łagodna , Wysoka, wrocławski",51.052235,17.00998,1/2,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,2023-05-15,2022,apartamentowiec,nie,brak informacji,monitoring / ochrona,silikat,pierwotny
663 267 zł,"65,67 m²",Gotowe Do Odbioru|Duży Ogród|Blisko Parku,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Maślice, Wrocław, Wrocław",51.14306,16.94222,parter/2,Zapytaj,Zapytaj,ogródek,Zapytaj,brak informacji,2022,blok,nie,"telewizja kablowa, internet, telefon",brak informacji,silikat,pierwotny
475 000 zł,76 m²,ul.Kwiatowa - 3 pokoje 76m2 + miejsce postojowe,3,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Lubin, lubiński, dolnośląskie",51.40026,16.20152,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2020,brak informacji,tak,brak informacji,brak informacji,brak informacji,pierwotny
